time,power
2021-01-07 09:00:00,24.728584
2021-01-07 09:15:00,24.645956
2021-01-07 09:30:00,24.769377
2021-01-07 09:45:00,24.027935
2021-01-07 10:00:00,24.073633
2021-01-07 10:15:00,24.173817
2021-01-07 10:30:00,23.82882
2021-01-07 10:45:00,24.07853
2021-01-07 11:00:00,23.674889
2021-01-07 11:15:00,23.53875
2021-01-07 11:30:00,24.417604
2021-01-07 11:45:00,23.675854
2021-01-07 12:00:00,36.729576
2021-01-07 12:15:00,27.248232
2021-01-07 12:30:00,25.095251
2021-01-07 12:45:00,26.508358
2021-01-07 13:00:00,27.233858
2021-01-07 13:15:00,24.17458
2021-01-07 13:30:00,25.51332
2021-01-07 13:45:00,25.823603
2021-01-07 14:00:00,24.283165
2021-01-07 14:15:00,25.01172
2021-01-07 14:30:00,25.780684
2021-01-07 14:45:00,24.746687
2021-01-07 15:00:00,25.450386
2021-01-07 15:15:00,25.095161
2021-01-07 15:30:00,25.232456
2021-01-07 15:45:00,24.467007
2021-01-07 16:00:00,24.43604
2021-01-07 16:15:00,24.201826
2021-01-07 16:30:00,24.277718
2021-01-07 16:45:00,24.45885
2021-01-07 17:00:00,24.447556
2021-01-07 17:15:00,23.978273
2021-01-07 17:30:00,24.725801
2021-01-07 17:45:00,24.13147
2021-01-07 18:00:00,32.527042
2021-01-07 18:15:00,27.014708
2021-01-07 18:30:00,24.70139
2021-01-07 18:45:00,25.509995
2021-01-07 19:00:00,26.706436
2021-01-07 19:15:00,23.72501
2021-01-07 19:30:00,25.362476
2021-01-07 19:45:00,25.397177
2021-01-07 20:00:00,23.362751
2021-01-07 20:15:00,25.003803
2021-01-07 20:30:00,25.208897
2021-01-07 20:45:00,23.862839
2021-01-07 21:00:00,24.632692
2021-01-07 21:15:00,24.491682
2021-01-07 21:30:00,24.58458
2021-01-07 21:45:00,24.053112
2021-01-07 22:00:00,23.571077
2021-01-07 22:15:00,24.359642
2021-01-07 22:30:00,23.950327
2021-01-07 22:45:00,23.89715
2021-01-07 23:00:00,23.810154
2021-01-07 23:15:00,23.427343
2021-01-07 23:30:00,24.374573
2021-01-07 23:45:00,23.551085
2021-01-08 00:00:00,35.21899
2021-01-08 00:15:00,26.424366
2021-01-08 00:30:00,24.83174
2021-01-08 00:45:00,25.859985
2021-01-08 01:00:00,26.47324
2021-01-08 01:15:00,23.925476
2021-01-08 01:30:00,24.532372
2021-01-08 01:45:00,24.914703
2021-01-08 02:00:00,23.396944
2021-01-08 02:15:00,24.519484
2021-01-08 02:30:00,24.949755
2021-01-08 02:45:00,23.952969
2021-01-08 03:00:00,24.138668
2021-01-08 03:15:00,24.286816
2021-01-08 03:30:00,24.289095
2021-01-08 03:45:00,23.819828
2021-01-08 04:00:00,23.705982
2021-01-08 04:15:00,24.313904
2021-01-08 04:30:00,23.85052
2021-01-08 04:45:00,23.881525
2021-01-08 05:00:00,23.733501
2021-01-08 05:15:00,23.38418
2021-01-08 05:30:00,24.199554
2021-01-08 05:45:00,23.501595
2021-01-08 06:00:00,36.46265
2021-01-08 06:15:00,27.22549
2021-01-08 06:30:00,24.844961
2021-01-08 06:45:00,25.995264
2021-01-08 07:00:00,26.867779
2021-01-08 07:15:00,23.885925
2021-01-08 07:30:00,25.298798
2021-01-08 07:45:00,25.530128
2021-01-08 08:00:00,23.542147
2021-01-08 08:15:00,24.357468
2021-01-08 08:30:00,25.338284
2021-01-08 08:45:00,24.549404
2021-01-08 09:00:00,24.615303
2021-01-08 09:15:00,24.569462
2021-01-08 09:30:00,24.765362
2021-01-08 09:45:00,23.845673
2021-01-08 10:00:00,23.464748
2021-01-08 10:15:00,23.569935
2021-01-08 10:30:00,23.325666
2021-01-08 10:45:00,23.611755
2021-01-08 11:00:00,23.586807
2021-01-08 11:15:00,23.203545
2021-01-08 11:30:00,23.414917
2021-01-08 11:45:00,23.315283
2021-01-08 12:00:00,35.624466
2021-01-08 12:15:00,27.340578
2021-01-08 12:30:00,25.419563
2021-01-08 12:45:00,25.916939
2021-01-08 13:00:00,27.12805
2021-01-08 13:15:00,24.139774
2021-01-08 13:30:00,25.811335
2021-01-08 13:45:00,25.879923
2021-01-08 14:00:00,24.161644
2021-01-08 14:15:00,25.119041
2021-01-08 14:30:00,25.634237
2021-01-08 14:45:00,24.989016
2021-01-08 15:00:00,25.438599
2021-01-08 15:15:00,24.988655
2021-01-08 15:30:00,25.282188
2021-01-08 15:45:00,24.75153
2021-01-08 16:00:00,24.170456
2021-01-08 16:15:00,24.598692
2021-01-08 16:30:00,24.392206
2021-01-08 16:45:00,24.479944
2021-01-08 17:00:00,24.410925
2021-01-08 17:15:00,23.952135
2021-01-08 17:30:00,24.821047
2021-01-08 17:45:00,24.055109
2021-01-08 18:00:00,35.805412
2021-01-08 18:15:00,27.1657
2021-01-08 18:30:00,25.430243
2021-01-08 18:45:00,26.083893
2021-01-08 19:00:00,27.364927
2021-01-08 19:15:00,24.306087
2021-01-08 19:30:00,25.303722
2021-01-08 19:45:00,26.033342
2021-01-08 20:00:00,24.078224
2021-01-08 20:15:00,25.38733
2021-01-08 20:30:00,25.934826
2021-01-08 20:45:00,24.604912
2021-01-08 21:00:00,24.85538
2021-01-08 21:15:00,25.104866
